STATE,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,TOTAL ELECTORS
Uttar Pradesh,LALGANJ,DR. DEELIP KUMAR SAROJ,0,SBSP,MALE,0,45,SC,Doctorate,"Rs 1,77,000
 ~ 1 Lacs+","Rs 5,70,570
 ~ 5 Lacs+",1751980
Bihar,SITAMARHI,SUNIL KUMAR PINTU,1,JD(U),MALE,6,58,GENERAL,Graduate,"Rs 6,07,17,031
 ~ 6 Crore+","Rs 1,02,77,790
 ~ 1 Crore+",1752454
Bihar,SITAMARHI,MAHESH NANDAN SINGH,0,IND,MALE,0,55,GENERAL,Graduate,"Rs 22,77,607
 ~ 22 Lacs+","Rs 0
 ~",1752454
Bihar,SITAMARHI,DHARMENDRA KUMAR,0,IND,MALE,0,33,GENERAL,8th Pass,"Rs 80,45,411
 ~ 80 Lacs+","Rs 0
 ~",1752454
Bihar,SITAMARHI,RAMESH KUMAR MISHRA,0,IND,MALE,0,48,GENERAL,8th Pass,"Rs 58,33,784
 ~ 58 Lacs+","Rs 1,22,000
 ~ 1 Lacs+",1752454
Bihar,SITAMARHI,VINOD SAH,0,IND,MALE,0,48,GENERAL,Literate,"Rs 5,39,731
 ~ 5 Lacs+","Rs 0
 ~",1752454
Bihar,SITAMARHI,ARJUN RAY,0,RJD,MALE,2,47,GENERAL,Doctorate,"Rs 1,89,88,281
 ~ 1 Crore+","Rs 15,11,335
 ~ 15 Lacs+",1752454
Uttar Pradesh,DEORIA,BINOD KUMAR JAISWAL,0,BSP,MALE,Not Available,56,GENERAL,Not Available,Not Available,Not Available,1754195
Uttar Pradesh,DEORIA,NIYAZ AHMED,0,INC,MALE,Not Available,57,GENERAL,Not Available,Not Available,Not Available,1754195
Uttar Pradesh,DEORIA,RAMAPATI RAM TRIPATHI,1,BJP,MALE,1,69,GENERAL,Graduate Professional,"Rs 2,94,51,678
 ~ 2 Crore+","Rs 93,10,684
 ~ 93 Lacs+",1754195
Uttar Pradesh,CHANDAULI,SANJAY SINGH CHAUHAN,0,SP,MALE,2,43,GENERAL,Post Graduate,"Rs 40,15,011
 ~ 40 Lacs+","Rs 3,69,000
 ~ 3 Lacs+",1756837
Uttar Pradesh,CHANDAULI,SHIVKANYA KUSHWAHA,0,JANADIP,FEMALE,2,52,GENERAL,5th Pass,"Rs 6,60,18,000
 ~ 6 Crore+","Rs 2,47,77,000
 ~ 2 Crore+",1756837
Uttar Pradesh,CHANDAULI,DR. MAHENDRA NATH PANDEY,1,BJP,MALE,0,62,GENERAL,Doctorate,"Rs 3,33,59,734
 ~ 3 Crore+","Rs 0
 ~",1756837
Uttar Pradesh,CHANDAULI,RAMGOVIND,0,SBSP,MALE,0,32,GENERAL,Graduate Professional,"Rs 1,97,703
 ~ 1 Lacs+","Rs 9,917
 ~ 9 Thou+",1756837
Uttar Pradesh,ETAWAH,KAMLESH KUMAR,0,SP,MALE,0,35,SC,Graduate,"Rs 1,12,07,526
 ~ 1 Crore+","Rs 21,90,246
 ~ 21 Lacs+",1757984
Uttar Pradesh,ETAWAH,ASHOK KUMAR DOHARE,0,INC,MALE,0,45,SC,Graduate,"Rs 2,43,98,780
 ~ 2 Crore+","Rs 19,00,000
 ~ 19 Lacs+",1757984
Uttar Pradesh,ETAWAH,DR RAM SHANKAR KATHERIA,0,BJP,MALE,12,54,SC,Doctorate,"Rs 1,51,54,538
 ~ 1 Crore+","Rs 73,04,616
 ~ 73 Lacs+",1757984
Madhya Pradesh,DEWAS,"BADRILAL ""AKELA""",0,BSP,MALE,0,43,SC,Post Graduate,"Rs 71,65,222
 ~ 71 Lacs+","Rs 4,02,000
 ~ 4 Lacs+",1760503
Madhya Pradesh,DEWAS,PRAHLAD SINGH TIPANYA,0,INC,MALE,0,65,SC,Post Graduate,"Rs 1,28,98,376
 ~ 1 Crore+","Rs 8,10,000
 ~ 8 Lacs+",1760503
Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,1,BJP,MALE,0,35,SC,Graduate Professional,"Rs 38,12,464
 ~ 38 Lacs+","Rs 18,32,631
 ~ 18 Lacs+",1760503
Karnataka,CHITRADURGA,B N CHANDRAPPA,0,INC,MALE,0,64,SC,Post Graduate,"Rs 4,82,22,730
 ~ 4 Crore+","Rs 0
 ~",1760633
Karnataka,CHITRADURGA,A NARAYANASWAMY,1,BJP,MALE,0,62,SC,Graduate,"Rs 9,61,97,642
 ~ 9 Crore+","Rs 0
 ~",1760633
Madhya Pradesh,MANDSOUR,MEENAKSHI NATARAJAN,0,INC,FEMALE,0,45,GENERAL,Post Graduate,"Rs 67,59,260
 ~ 67 Lacs+","Rs 0
 ~",1760875
Madhya Pradesh,MANDSOUR,SUDHEER GUPTA,1,BJP,MALE,1,59,GENERAL,Post Graduate,"Rs 9,09,08,944
 ~ 9 Crore+","Rs 7,99,283
 ~ 7 Lacs+",1760875
Uttar Pradesh,PILIBHIT,HEMRAJ VERMA,0,SP,MALE,1,43,GENERAL,Graduate,"Rs 1,09,31,313
 ~ 1 Crore+","Rs 6,45,587
 ~ 6 Lacs+",1761207
Uttar Pradesh,PILIBHIT,FEROZE VARUN GANDHI,1,BJP,MALE,0,39,GENERAL,Post Graduate,"Rs 60,32,00,539
 ~ 60 Crore+","Rs 2,89,52,800
 ~ 2 Crore+",1761207
Uttar Pradesh,KUSHI NAGAR,N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA,0,SP,MALE,0,65,GENERAL,Post Graduate,"Rs 3,74,74,062
 ~ 3 Crore+","Rs 40,00,000
 ~ 40 Lacs+",1761564
Uttar Pradesh,KUSHI NAGAR,KUNWER RATANJIT PRATAP NARAYAN SINGH,0,INC,MALE,0,55,GENERAL,Graduate,"Rs 29,54,74,005
 ~ 29 Crore+","Rs 0
 ~",1761564
Uttar Pradesh,KUSHI NAGAR,VIJAY KUMAR DUBEY,1,BJP,MALE,2,50,GENERAL,12th Pass,"Rs 2,18,60,780
 ~ 2 Crore+","Rs 3,16,847
 ~ 3 Lacs+",1761564
West Bengal,RANAGHAT,RUPALI BISWAS,0,AITC,FEMALE,0,25,SC,Graduate,"Rs 73,70,951
 ~ 73 Lacs+","Rs 17,27,897
 ~ 17 Lacs+",1762252
West Bengal,RANAGHAT,BISWAS RAMA,0,CPI(M),FEMALE,1,56,SC,Post Graduate,"Rs 32,11,830
 ~ 32 Lacs+","Rs 0
 ~",1762252
West Bengal,RANAGHAT,MINATI BISWAS,0,INC,FEMALE,0,56,SC,Graduate,"Rs 31,97,168
 ~ 31 Lacs+","Rs 7,77,679
 ~ 7 Lacs+",1762252
West Bengal,RANAGHAT,JAGANNATH SARKAR,1,BJP,MALE,1,56,SC,Graduate Professional,"Rs 1,76,22,476
 ~ 1 Crore+","Rs 0
 ~",1762252
Maharashtra,BULDHANA,JADHAV PRATAPRAO GANPATRAO,1,SHS,MALE,3,58,GENERAL,12th Pass,"Rs 11,62,72,966
 ~ 11 Crore+","Rs 7,35,482
 ~ 7 Lacs+",1762918
Maharashtra,BULDHANA,DR. RAJENDRA BHASKARRAV SHINGNE,0,NCP,MALE,1,58,GENERAL,Graduate Professional,"Rs 9,53,50,365
 ~ 9 Crore+","Rs 2,19,40,000
 ~ 2 Crore+",1762918
Maharashtra,BULDHANA,SIRASKAR BALIRAM BHAGWAN,0,VBA,MALE,2,57,GENERAL,8th Pass,"Rs 4,38,55,736
 ~ 4 Crore+","Rs 17,30,992
 ~ 17 Lacs+",1762918
West Bengal,ARAMBAGH,APARUPA PODDAR (AFRIN ALI),1,AITC,FEMALE,1,33,SC,Post Graduate,"Rs 1,25,27,597
 ~ 1 Crore+","Rs 42,44,000
 ~ 42 Lacs+",1764726
West Bengal,ARAMBAGH,SAKTI MOHAN MALIK,0,CPI(M),MALE,2,59,SC,Post Graduate,"Rs 1,04,48,352
 ~ 1 Crore+","Rs 17,324
 ~ 17 Thou+",1764726
West Bengal,ARAMBAGH,JYOTI KUMARI DAS,0,INC,FEMALE,0,41,SC,Graduate,"Rs 1,20,69,004
 ~ 1 Crore+","Rs 29,96,520
 ~ 29 Lacs+",1764726
West Bengal,ARAMBAGH,TAPAN KUMAR RAY,0,BJP,MALE,1,55,SC,Post Graduate,"Rs 20,14,593
 ~ 20 Lacs+","Rs 18,75,000
 ~ 18 Lacs+",1764726
Bihar,PURNIA,SANTOSH KUMAR,1,JD(U),MALE,1,43,GENERAL,12th Pass,"Rs 4,10,36,294
 ~ 4 Crore+","Rs 25,00,000
 ~ 25 Lacs+",1765312
Bihar,PURNIA,SHUBHASH KUMAR THAKUR,0,IND,MALE,0,32,GENERAL,12th Pass,"Rs 6,01,416
 ~ 6 Lacs+","Rs 0
 ~",1765312
Bihar,PURNIA,JITENDRA URAB,0,BSP,MALE,1,49,ST,Graduate,"Rs 6,14,97,000
 ~ 6 Crore+","Rs 7,00,000
 ~ 7 Lacs+",1765312
Bihar,PURNIA,UDAY SINGH ALIAS PAPPU SINGH,0,INC,MALE,2,66,GENERAL,12th Pass,"Rs 3,41,86,43,970
 ~ 341 Crore+","Rs 71,57,92,024
 ~ 71 Crore+",1765312
Bihar,PURNIA,SAGEER AHMAD,0,IND,MALE,0,29,GENERAL,Others,"Rs 4,58,449
 ~ 4 Lacs+","Rs 0
 ~",1765312
Madhya Pradesh,BHIND,BABU RAM JAMOR,0,BSP,MALE,0,67,SC,10th Pass,"Rs 1,25,71,690
 ~ 1 Crore+","Rs 5,40,000
 ~ 5 Lacs+",1765334
Madhya Pradesh,BHIND,DEVASHISH,0,INC,MALE,0,28,SC,Graduate Professional,"Rs 7,46,723
 ~ 7 Lacs+","Rs 0
 ~",1765334
Madhya Pradesh,BHIND,SANDHYA RAY,1,BJP,FEMALE,0,45,SC,Post Graduate,"Rs 5,11,08,660
 ~ 5 Crore+","Rs 1,34,00,000
 ~ 1 Crore+",1765334
Uttar Pradesh,AKBARPUR,NISHA SACHAN,0,BSP,FEMALE,0,46,GENERAL,Post Graduate,"Rs 13,44,48,979
 ~ 13 Crore+","Rs 1,36,19,617
 ~ 1 Crore+",1766121
Uttar Pradesh,AKBARPUR,RAJARAM PAL,0,INC,MALE,1,58,GENERAL,Graduate Professional,"Rs 1,90,97,262
 ~ 1 Crore+","Rs 86,00,000
 ~ 86 Lacs+",1766121
Uttar Pradesh,AKBARPUR,DEVENDRA SINGH 'BHOLE',1,BJP,MALE,0,64,GENERAL,10th Pass,"Rs 2,85,46,617
 ~2 Crore+","Rs 5,59,965 
~5 Lacs+",1766121
West Bengal,HOOGHLY,DR. RATNA DE (NAG),0,AITC,FEMALE,0,70,GENERAL,Graduate Professional,"Rs 3,47,79,481
 ~ 3 Crore+","Rs 0
 ~",1766601
West Bengal,HOOGHLY,PRADIP SAHA,0,CPI(M),MALE,1,54,SC,12th Pass,"Rs 16,75,744
 ~ 16 Lacs+","Rs 0
 ~",1766601
West Bengal,HOOGHLY,PRATUL CHANDRA SAHA,0,INC,MALE,1,57,SC,12th Pass,"Rs 17,89,324
 ~ 17 Lacs+","Rs 0
 ~",1766601
West Bengal,HOOGHLY,LOCKET CHATTERJEE,1,BJP,FEMALE,14,45,GENERAL,Graduate,"Rs 3,56,55,698
 ~ 3 Crore+","Rs 0
 ~",1766601
Madhya Pradesh,BALAGHAT,BODHSINGH BHAGAT,0,IND,MALE,0,62,GENERAL,Graduate,"Rs 4,42,44,840
 ~ 4 Crore+","Rs 0
 ~",1767725
Madhya Pradesh,BALAGHAT,KANKAR MUNJARE,0,BSP,MALE,6,68,GENERAL,Others,"Rs 2,05,50,745
 ~ 2 Crore+","Rs 22,00,000
 ~ 22 Lacs+",1767725
Madhya Pradesh,BALAGHAT,MADHU BHAGAT,0,INC,MALE,0,53,GENERAL,12th Pass,"Rs 1,02,37,135
 ~ 1 Crore+","Rs 0
 ~",1767725
Madhya Pradesh,BALAGHAT,DR DHAL SINGH BISEN,1,BJP,MALE,0,66,GENERAL,Others,"Rs 8,86,48,133
 ~ 8 Crore+","Rs 15,30,693
 ~ 15 Lacs+",1767725
Gujarat,BHAVNAGAR,PATEL MANHARBHAI NAGJIBHAI (VASANI),0,INC,MALE,0,50,GENERAL,10th Pass,"Rs 7,59,61,835
 ~ 7 Crore+","Rs 55,95,198
 ~ 55 Lacs+",1768297
Gujarat,BHAVNAGAR,DR.BHARATIBEN DHIRUBHAI SHIYAL,1,BJP,FEMALE,0,55,GENERAL,Graduate Professional,"Rs 1,77,53,161
 ~ 1 Crore+","Rs 36,89,036
 ~ 36 Lacs+",1768297
Madhya Pradesh,DAMOH,"JITTU KHARE ""BADAL""",0,BSP,MALE,0,34,GENERAL,8th Pass,"Rs 21,88,000
 ~ 21 Lacs+","Rs 0
 ~",1768777
Madhya Pradesh,DAMOH,PRATAP SINGH,0,INC,MALE,0,57,GENERAL,10th Pass,"Rs 2,38,44,753
 ~ 2 Crore+","Rs 1,20,000
 ~ 1 Lacs+",1768777
Madhya Pradesh,DAMOH,PRAHALAD SINGH PATEL,1,BJP,MALE,0,59,GENERAL,Graduate Professional,"Rs 4,32,92,483
 ~ 4 Crore+","Rs 42,30,614
 ~ 42 Lacs+",1768777
Uttar Pradesh,GONDA,VINOD KUMAR ALIAS PANDIT SINGH,0,SP,MALE,4,52,GENERAL,12th Pass,"Rs 2,60,80,396
 ~ 2 Crore+","Rs 35,00,000
 ~ 35 Lacs+",1770248
Uttar Pradesh,GONDA,SMT KRISHNA PATEL,0,INC,FEMALE,0,62,GENERAL,12th Pass,"Rs 15,75,85,039
 ~ 15 Crore+","Rs 5,05,20,999
 ~ 5 Crore+",1770248
Uttar Pradesh,GONDA,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,1,BJP,MALE,0,53,GENERAL,Post Graduate,"Rs 23,27,35,285
 ~ 23 Crore+","Rs 2,32,01,603
 ~ 2 Crore+",1770248
Uttar Pradesh,KHERI,DR. PURVI VERMA,0,SP,FEMALE,0,29,GENERAL,Post Graduate,"Rs 15,79,411
 ~ 15 Lacs+","Rs 0
 ~",1770699
Uttar Pradesh,KHERI,VIPNESH SHUKLA,0,CPI(M),MALE,0,68,GENERAL,Graduate Professional,"Rs 94,70,000
 ~ 94 Lacs+","Rs 0
 ~",1770699
Uttar Pradesh,KHERI,ZAFAR ALI NAQVI,0,INC,MALE,0,71,GENERAL,Graduate Professional,"Rs 89,36,547
 ~ 89 Lacs+","Rs 10,61,456
 ~ 10 Lacs+",1770699
Uttar Pradesh,KHERI,AJAY KUMAR,1,BJP,MALE,1,60,GENERAL,Graduate Professional,"Rs 4,52,95,455
 ~ 4 Crore+","Rs 0
 ~",1770699
Bihar,KARAKAT,MAHABALI SINGH,1,JD(U),MALE,3,64,GENERAL,8th Pass,"Rs 4,34,42,051
 ~ 4 Crore+","Rs 30,00,000
 ~ 30 Lacs+",1771254
Bihar,KARAKAT,UPENDRA KUSHWAHA,0,BLSP,MALE,5,56,GENERAL,Post Graduate,"Rs 3,10,34,113
 ~ 3 Crore+","Rs 13,58,960
 ~ 13 Lacs+",1771254
Bihar,KARAKAT,RAJ NARAYAN TIWARI,0,BSP,MALE,0,45,GENERAL,12th Pass,"Rs 74,20,911
 ~ 74 Lacs+","Rs 70,000
 ~ 70 Thou+",1771254
Bihar,KARAKAT,RAJA RAM SINGH,0,CPI(ML)(L),MALE,3,63,GENERAL,Graduate,"Rs 1,33,81,190
 ~ 1 Crore+","Rs 14,80,000
 ~ 14 Lacs+",1771254
Bihar,KARAKAT,MOHAMMAD ATAHAR HUSAIN,0,ANC,MALE,0,48,GENERAL,Post Graduate,"Rs 6,21,955
 ~ 6 Lacs+","Rs 2,99,896
 ~ 2 Lacs+",1771254
Bihar,KARAKAT,MAMTA PANDEY,0,RSPSR,FEMALE,0,43,GENERAL,12th Pass,"Rs 39,45,000
 ~ 39 Lacs+","Rs 50,000
 ~ 50 Thou+",1771254
Maharashtra,RAVER,NITIN PRALHAD KANDELKAR,0,VBA,MALE,0,39,GENERAL,12th Pass,"Rs 89,01,000
 ~ 89 Lacs+","Rs 44,50,000
 ~ 44 Lacs+",1775051
Maharashtra,RAVER,DR.ULHAS VASUDEO PATIL,0,INC,MALE,1,59,GENERAL,Post Graduate,"Rs 19,85,03,281
 ~ 19 Crore+","Rs 45,08,413
 ~ 45 Lacs+",1775051
Maharashtra,RAVER,KHADSE RAKSHA NIKHIL,1,BJP,FEMALE,0,31,GENERAL,Graduate,"Rs 17,27,13,734
 ~ 17 Crore+","Rs 0
 ~",1775051
Karnataka,BIDAR,BABA BUKHARI,0,BSP,MALE,0,65,GENERAL,10th Pass,"Rs 1,02,12,000
 ~ 1 Crore+","Rs 0
 ~",1775095
Karnataka,BIDAR,ESHWAR B. KHANDRE,0,INC,MALE,0,57,GENERAL,Graduate Professional,"Rs 12,33,13,691
 ~ 12 Crore+","Rs 73,32,800
 ~ 73 Lacs+",1775095
Karnataka,BIDAR,BHAGWANTH KHUBA,1,BJP,MALE,1,50,GENERAL,Graduate Professional,"Rs 5,18,36,416
 ~ 5 Crore+","Rs 1,02,39,000
 ~ 1 Crore+",1775095
Uttar Pradesh,SULTANPUR,"CHANDRA BHADRA SINGH ""SSONU""",0,BSP,MALE,6,43,GENERAL,Post Graduate,"Rs 10,60,96,052
 ~ 10 Crore+","Rs 0
 ~",1775196
Uttar Pradesh,SULTANPUR,DR. SANJAY SINH,0,INC,MALE,0,67,GENERAL,Doctorate,"Rs 41,11,99,451
 ~ 41 Crore+","Rs 0
 ~",1775196
Uttar Pradesh,SULTANPUR,KAMLA DEVI,0,PSPL,FEMALE,5,42,GENERAL,12th Pass,"Rs 1,82,51,000
 ~ 1 Crore+","Rs 6,76,000
 ~ 6 Lacs+",1775196
Uttar Pradesh,SULTANPUR,MANEKA SANJAI GANDHI,1,BJP,FEMALE,0,62,GENERAL,12th Pass,"Rs 55,69,26,451
 ~ 55 Crore+","Rs 1,19,35,800
 ~ 1 Crore+",1775196
Assam,KOKRAJHAR,NABA KUMAR SARANIA,1,IND,MALE,5,50,ST,12th Pass,"Rs 1,30,13,994
 ~ 1 Crore+","Rs 1,75,069
 ~ 1 Lacs+",1776358
Assam,KOKRAJHAR,BIRAJ DEKA,0,CPI(M),MALE,0,26,ST,Post Graduate,"Rs 15,33,900
 ~ 15 Lacs+","Rs 2,48,000
 ~ 2 Lacs+",1776358
Assam,KOKRAJHAR,SABDA RAM RABHA,0,INC,MALE,0,50,ST,Graduate Professional,"Rs 53,27,404
 ~ 53 Lacs+","Rs 2,00,000
 ~ 2 Lacs+",1776358
Assam,KOKRAJHAR,PRAMILA RANI BRAHMA,0,BOPF,FEMALE,0,69,ST,Graduate,"Rs 4,47,14,985
 ~ 4 Crore+","Rs 0
 ~",1776358
Assam,KOKRAJHAR,URKHAO GWRA BRAHMA,0,UPPL,MALE,0,56,ST,Graduate,"Rs 1,51,08,266
 ~ 1 Crore+","Rs 0
 ~",1776358
Maharashtra,HATKANANGLE,RAJU ANNA SHETTI,0,SWP,MALE,15,51,GENERAL,10th Pass,"Rs 2,44,21,392
 ~ 2 Crore+","Rs 7,74,059
 ~ 7 Lacs+",1776555
Maharashtra,HATKANANGLE,DHAIRYASHEEL SAMBHAJIRAO MANE,1,SHS,MALE,0,38,GENERAL,Graduate,"Rs 4,77,71,462
 ~ 4 Crore+","Rs 4,15,99,959
 ~ 4 Crore+",1776555
Maharashtra,HATKANANGLE,ASLAM BADSHAHAJI SAYYAD,0,VBA,MALE,0,56,GENERAL,5th Pass,"Rs 2,32,11,678
 ~ 2 Crore+","Rs 37,82,280
 ~ 37 Lacs+",1776555
Karnataka,BELGAUM,DR.SADHUNAVAR,0,INC,MALE,0,69,GENERAL,Graduate Professional,"Rs 31,58,66,105
 ~ 31 Crore+","Rs 22,52,14,094
 ~ 22 Crore+",1779350
Karnataka,BELGAUM,ANGADI SURESH CHANNABASAPPA,1,BJP,MALE,0,63,GENERAL,Graduate Professional,"Rs 36,61,64,525
 ~ 36 Crore+","Rs 19,84,79,638
 ~ 19 Crore+",1779350
West Bengal,SRERAMPUR,KALYAN BANERJEE,1,AITC,MALE,0,62,GENERAL,Graduate Professional,"Rs 17,59,68,902
 ~ 17 Crore+","Rs 55,22,403
 ~ 55 Lacs+",1785472
West Bengal,SRERAMPUR,TIRTHANKAR RAY,0,CPI(M),MALE,0,44,GENERAL,Graduate,"Rs 2,89,956
 ~ 2 Lacs+","Rs 28,000
 ~ 28 Thou+",1785472
West Bengal,SRERAMPUR,DEBABRATA BISWAS,0,INC,MALE,0,60,GENERAL,Graduate,"Rs 2,16,40,220
 ~ 2 Crore+","Rs 0
 ~",1785472
West Bengal,SRERAMPUR,DEBJIT SARKAR,0,BJP,MALE,9,42,GENERAL,Graduate Professional,"Rs 35,23,068
 ~ 35 Lacs+","Rs 0
 ~",1785472
Uttar Pradesh,AONLA,RUCHIVIRA,0,BSP,FEMALE,1,57,GENERAL,Graduate,"Rs 24,11,64,456
 ~ 24 Crore+","Rs 21,00,000
 ~ 21 Lacs+",1785605
Uttar Pradesh,AONLA,KUNWAR SARVARAJ SINGH,0,INC,MALE,0,64,GENERAL,Graduate Professional,"Rs 4,11,89,445
 ~ 4 Crore+","Rs 0
 ~",1785605
Uttar Pradesh,AONLA,DHARMENDRA KASHYAP,1,BJP,MALE,0,50,GENERAL,10th Pass,"Rs 2,17,66,502
 ~ 2 Crore+","Rs 33,24,300
 ~ 33 Lacs+",1785605
Uttar Pradesh,AMBEDKAR NAGAR,RITESH PANDEY,1,BSP,MALE,1,38,GENERAL,Graduate,"Rs 30,72,65,103
 ~ 30 Crore+","Rs 2,47,39,098
 ~ 2 Crore+",1785657
Uttar Pradesh,AMBEDKAR NAGAR,MUKUT BIHARI,0,BJP,MALE,0,71,GENERAL,Graduate Professional,"Rs 2,41,16,406
 ~ 2 Crore+","Rs 12,848
 ~ 12 Thou+",1785657
Uttar Pradesh,AMBEDKAR NAGAR,RAKESH,0,SBSP,MALE,0,36,GENERAL,12th Pass,"Rs 21,37,783
 ~ 21 Lacs+","Rs 0
 ~",1785657
Madhya Pradesh,DHAR,GULSINGH RAMSINGH KAWACHE,0,BSP,MALE,0,61,ST,Post Graduate,"Rs 1,19,19,939
 ~ 1 Crore+","Rs 14,00,000
 ~ 14 Lacs+",1786151
Madhya Pradesh,DHAR,GIRWAL DINESH,0,INC,MALE,0,38,ST,Graduate,"Rs 5,34,25,064
 ~ 5 Crore+","Rs 44,84,036
 ~ 44 Lacs+",1786151
Madhya Pradesh,DHAR,CHATTARSINGH DARBAR,1,BJP,MALE,1,65,ST,Post Graduate,"Rs 2,31,98,238
 ~ 2 Crore+","Rs 24,71,613
 ~ 24 Lacs+",1786151
Uttar Pradesh,KAUSHAMBI,INDRAJEET SAROJ,0,SP,MALE,2,57,SC,Graduate,"Rs 11,09,99,555
 ~ 11 Crore+","Rs 2,06,23,099
 ~ 2 Crore+",1787120
Uttar Pradesh,KAUSHAMBI,SHAILENDRA KUMAR,0,IND,MALE,Not Available,44,SC,Not Available,Not Available,Not Available,1787120
Uttar Pradesh,KAUSHAMBI,SHAILENDRA KUMAR PASI,0,JDL,MALE,3,61,SC,Graduate,"Rs 3,85,57,366
 ~ 3 Crore+","Rs 32,68,327
 ~ 32 Lacs+",1787120
Uttar Pradesh,KAUSHAMBI,GIRISH PASI,0,INC,MALE,4,52,SC,12th Pass,"Rs 4,81,45,467
 ~ 4 Crore+","Rs 2,25,10,000
 ~ 2 Crore+",1787120
Uttar Pradesh,KAUSHAMBI,VINOD KUMAR SONKAR,1,BJP,MALE,4,49,SC,Graduate,"Rs 5,93,36,113
 ~ 5 Crore+","Rs 2,07,30,086
 ~ 2 Crore+",1787120
Bihar,SASARAM (SC),ASHOK BAITHA,0,IND,MALE,10,48,SC,10th Pass,"Rs 8,16,680
 ~ 8 Lacs+","Rs 0
 ~",1787878
Bihar,SASARAM (SC),MANOJ KUMAR,0,BSP,MALE,0,35,SC,Graduate,"Rs 88,64,060
 ~ 88 Lacs+","Rs 0
 ~",1787878
Bihar,SASARAM (SC),MEIRA KUMAR,0,INC,FEMALE,0,74,SC,Post Graduate,"Rs 47,51,94,636
 ~ 47 Crore+","Rs 0
 ~",1787878
Bihar,SASARAM (SC),CHHEDI PASWAN,1,BJP,MALE,4,63,SC,"Post Graduate
","Rs 3,21,52,250
~3 Crore+","Rs 22,14,842
~22 Lacs+",1787878
Uttar Pradesh,BULANDSHAHR,YOGESH VERMA,0,BSP,MALE,28,50,SC,12th Pass,"Rs 4,73,37,130
 ~ 4 Crore+","Rs 86,09,902
 ~ 86 Lacs+",1787925
Uttar Pradesh,BULANDSHAHR,BANSHI SINGH,0,INC,MALE,3,58,SC,10th Pass,"Rs 1,33,24,200
 ~ 1 Crore+","Rs 3,60,000
 ~ 3 Lacs+",1787925
Uttar Pradesh,BULANDSHAHR,BHOLA SINGH,1,BJP,MALE,1,42,SC,Graduate,"Rs 1,87,28,861
 ~ 1 Crore+","Rs 0
 ~",1787925
Uttar Pradesh,AZAMGARH,AKHILESH YADAV,1,SP,MALE,0,45,GENERAL,Graduate Professional,"Rs 37,78,59,166
 ~ 37 Crore+","Rs 28,53,000
 ~ 28 Lacs+",1789168
Uttar Pradesh,AZAMGARH,DINESH LAL YADAV NIRAHUA,0,BJP,MALE,1,40,GENERAL,12th Pass,"Rs 5,93,80,841
 ~ 5 Crore+","Rs 54,15,364
 ~ 54 Lacs+",1789168
Uttar Pradesh,FIROZABAD,AKSHAY YADAV,0,SP,MALE,0,32,GENERAL,Graduate Professional,"Rs 32,11,57,801
 ~ 32 Crore+","Rs 5,03,58,593
 ~ 5 Crore+",1790510
Uttar Pradesh,FIROZABAD,SHIVPAL SINGH YADAV,0,PSPL,MALE,0,64,GENERAL,Graduate Professional,"Rs 9,98,33,148
 ~ 9 Crore+","Rs 1,29,18,796
 ~ 1 Crore+",1790510
Uttar Pradesh,FIROZABAD,DR. CHANDRA SEN JADON,1,BJP,MALE,0,68,GENERAL,Graduate Professional,"Rs 4,28,72,395
 ~ 4 Crore+","Rs 0
 ~",1790510
Bihar,MADHUBANI,ABUBAKAR RAHMANI,0,IND,MALE,0,30,GENERAL,Post Graduate,"Rs 7,57,606
 ~ 7 Lacs+","Rs 0
 ~",1792798
Bihar,MADHUBANI,HEMA JHA,0,IND,FEMALE,0,57,GENERAL,10th Pass,"Rs 1,08,74,083
 ~ 1 Crore+","Rs 0
 ~",1792798
Bihar,MADHUBANI,BADRI KUMAR PURBEY,0,VSIP,MALE,Not Available,46,GENERAL,Not Available,Not Available,Not Available,1792798
Bihar,MADHUBANI,ANAND KUMAR JHA,0,AKBMP,MALE,0,39,GENERAL,Post Graduate,"Rs 1,89,200
 ~ 1 Lacs+","Rs 0
 ~",1792798
Bihar,MADHUBANI,DR. SHAKEEL AHMAD,0,IND,MALE,1,63,GENERAL,Graduate Professional,"Rs 2,68,02,196
 ~ 2 Crore+","Rs 0
 ~",1792798
Bihar,MADHUBANI,ASHOK KUMAR YADAV,1,BJP,MALE,1,49,GENERAL,Doctorate,"Rs 4,66,99,125
 ~ 4 Crore+","Rs 78,92,847
 ~ 78 Lacs+",1792798
Assam,NOWGONG,PRADYUT BORDOLOI,1,INC,MALE,0,59,GENERAL,Post Graduate,"Rs 7,41,43,272
 ~ 7 Crore+","Rs 40,11,152
 ~ 40 Lacs+",1794648
Assam,NOWGONG,SRI RUPAK SHARMA,0,BJP,MALE,0,46,GENERAL,Graduate,"Rs 6,27,17,347
 ~ 6 Crore+","Rs 72,24,404
 ~ 72 Lacs+",1794648
